,ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
45,30/01/2025,Child,Children's Health Ireland,"18,285","10,221","4,514","3,515","36,535"
46,30/01/2025,Child,Coombe Women and Infants University Hospital,21,8,0,0,29
47,30/01/2025,Child,Cork University Hospital,"2,752","1,222",219,138,"4,331"
48,30/01/2025,Child,Cork University Maternity Hospital,47,0,0,0,47
49,30/01/2025,Child,Croom Orthopaedic Hospital,186,23,5,3,216
50,30/01/2025,Child,Ennis Hospital,53,13,3,0,69
51,30/01/2025,Child,Galway University Hospitals,"2,785",870,434,726,"4,816"
52,30/01/2025,Child,Letterkenny University Hospital,980,362,172,98,"1,612"
53,30/01/2025,Child,Mallow General Hospital,115,136,126,182,559
54,30/01/2025,Child,Mayo University Hospital,680,143,20,33,876
55,30/01/2025,Child,Mercy University Hospital,2,0,0,0,2
56,30/01/2025,Child,Midland Regional Hospital Mullingar,728,276,82,2,"1,087"
57,30/01/2025,Child,Midland Regional Hospital Portlaoise,864,514,212,49,"1,640"
58,30/01/2025,Child,Midland Regional Hospital Tullamore,725,515,1,0,"1,241"
59,30/01/2025,Child,Naas General Hospital,4,0,0,0,4
60,30/01/2025,Child,National Maternity Hospital (Holles Street),32,2,0,0,34
61,30/01/2025,Child,National Orthopaedic Hospital Cappagh,98,48,20,12,178
62,30/01/2025,Child,Nenagh Hospital,15,1,3,0,19
63,30/01/2025,Child,Our Lady of Lourdes Hospital Drogheda,"1,778","1,196",544,2,"3,520"
64,30/01/2025,Child,Our Lady's Hospital Navan,4,0,0,0,4
65,30/01/2025,Child,Portiuncula University Hospital,435,12,0,0,447
66,30/01/2025,Child,Roscommon University Hospital,97,80,29,8,214
67,30/01/2025,Child,Rotunda Hospital,9,2,0,0,11
68,30/01/2025,Child,Royal Victoria Eye and Ear Hospital,204,166,105,78,553
69,30/01/2025,Child,Sligo University Hospital,"1,037",253,73,110,"1,473"
70,30/01/2025,Child,South Infirmary Victoria University Hospital,"1,575",952,442,511,"3,480"
71,30/01/2025,Child,St. Luke's General Hospital Kilkenny,375,14,4,8,401
72,30/01/2025,Child,Tallaght University Hospital,6,2,1,0,9
73,30/01/2025,Child,Tipperary University Hospital,322,52,9,2,383
74,30/01/2025,Child,University Hospital Kerry,704,479,99,6,"1,288"
75,30/01/2025,Child,University Hospital Limerick,"2,530","1,132",334,195,"4,191"
76,30/01/2025,Child,University Hospital Waterford,"1,855","1,058",430,298,"3,640"
77,30/01/2025,Child,Wexford General Hospital,653,324,0,0,977
78,27/02/2025,Adult,Bantry General Hospital,659,101,10,2,772
79,27/02/2025,Adult,Beaumont Hospital,"23,880","12,902","3,200",456,"40,437"
80,27/02/2025,Adult,Cavan General Hospital,"4,044","1,411",265,82,"5,801"
81,27/02/2025,Adult,Connolly Hospital Blanchardstown,"5,849",647,42,0,"6,538"
82,27/02/2025,Adult,Coombe Women and Infants University Hospital,"1,877",610,136,8,"2,631"
83,27/02/2025,Adult,Cork University Hospital,"12,249","4,450","1,272","1,939","19,910"
84,27/02/2025,Adult,Cork University Maternity Hospital,"1,720",181,3,0,"1,904"
85,27/02/2025,Adult,Croom Orthopaedic Hospital,"3,206","1,477",479,365,"5,527"
86,27/02/2025,Adult,Ennis Hospital,434,316,190,45,985
87,27/02/2025,Adult,Galway University Hospitals,"22,389","8,394","3,612","4,959","39,354"
88,27/02/2025,Adult,Letterkenny University Hospital,"9,021","2,558",784,485,"12,849"
89,27/02/2025,Adult,Louth County Hospital,"1,683",652,19,8,"2,361"
90,27/02/2025,Adult,Mallow General Hospital,"2,386","1,208",348,370,"4,312"
91,27/02/2025,Adult,Mater Misericordiae University Hospital,"23,849","7,232","2,917","4,255","38,254"
92,27/02/2025,Adult,Mayo University Hospital,"3,853","1,221",259,222,"5,554"
93,27/02/2025,Adult,Mercy University Hospital,"3,180","1,321",478,334,"5,314"
94,27/02/2025,Adult,Midland Regional Hospital Mullingar,"4,656","1,733",629,816,"7,834"
95,27/02/2025,Adult,Midland Regional Hospital Portlaoise,"2,699",928,296,197,"4,121"
96,27/02/2025,Adult,Midland Regional Hospital Tullamore,"9,664","2,015",42,0,"11,720"
97,27/02/2025,Adult,Naas General Hospital,"6,560","2,286",675,101,"9,621"
98,27/02/2025,Adult,National Maternity Hospital (Holles Street),"2,147",690,77,1,"2,915"
99,27/02/2025,Adult,National Orthopaedic Hospital Cappagh,"1,973","1,015",474,228,"3,690"
100,27/02/2025,Adult,Nenagh Hospital,359,245,199,70,873
101,27/02/2025,Adult,Our Lady of Lourdes Hospital Drogheda,"8,998","4,513","1,304",299,"15,114"
102,27/02/2025,Adult,Our Lady's Hospital Navan,"3,945","1,546",211,13,"5,715"
103,27/02/2025,Adult,Portiuncula University Hospital,"2,193",497,39,4,"2,733"
104,27/02/2025,Adult,Roscommon University Hospital,"2,547",563,108,56,"3,274"
105,27/02/2025,Adult,Rotunda Hospital,"3,812",887,3,0,"4,702"
106,27/02/2025,Adult,Royal Victoria Eye and Ear Hospital,"6,084","3,022","1,406","1,238","11,750"
107,27/02/2025,Adult,Sligo University Hospital,"6,835","2,173",980,"1,062","11,050"
108,27/02/2025,Adult,South Infirmary Victoria University Hospital,"13,977","8,193","3,608","4,645","30,423"
109,27/02/2025,Adult,St. Columcille's Hospital,"2,002","1,474",987,"4,766","9,229"
110,27/02/2025,Adult,St. James's Hospital,"16,801","4,895","1,320",934,"23,950"
111,27/02/2025,Adult,St. John's Hospital Limerick,310,167,7,2,486
112,27/02/2025,Adult,St. Luke's General Hospital Kilkenny,"3,637","1,239",578,625,"6,079"
113,27/02/2025,Adult,St. Michael's Hospital,"2,698","1,181",562,411,"4,852"
114,27/02/2025,Adult,St. Vincent's University Hospital,"17,616","8,214","3,609","2,127","31,567"
115,27/02/2025,Adult,Tallaght University Hospital,"14,720","8,227","3,032","1,278","27,257"
116,27/02/2025,Adult,Tipperary University Hospital,"2,363",827,350,61,"3,600"
117,27/02/2025,Adult,University Hospital Kerry,"6,187","2,921",622,116,"9,847"
118,27/02/2025,Adult,University Hospital Limerick,"14,634","4,268","1,651",799,"21,352"
119,27/02/2025,Adult,University Hospital Waterford,"20,481","10,475","4,745","4,841","40,542"
120,27/02/2025,Adult,Wexford General Hospital,"3,148",648,35,8,"3,838"
121,27/02/2025,Child,Beaumont Hospital,44,12,0,0,56
122,27/02/2025,Child,Cavan General Hospital,503,191,5,0,699
123,27/02/2025,Child,Children's Health Ireland,"18,256","9,740","4,620","3,496","36,113"
124,27/02/2025,Child,Coombe Women and Infants University Hospital,29,2,0,0,31
125,27/02/2025,Child,Cork University Hospital,"2,784","1,130",285,141,"4,339"
126,27/02/2025,Child,Cork University Maternity Hospital,45,0,0,0,45
127,27/02/2025,Child,Croom Orthopaedic Hospital,200,19,4,2,224
128,27/02/2025,Child,Ennis Hospital,47,18,3,0,68
129,27/02/2025,Child,Galway University Hospitals,"2,848",834,441,751,"4,874"
130,27/02/2025,Child,Letterkenny University Hospital,"1,046",299,193,81,"1,620"
131,27/02/2025,Child,Mallow General Hospital,120,115,130,190,555
132,27/02/2025,Child,Mayo University Hospital,702,149,27,33,910
133,27/02/2025,Child,Mercy University Hospital,2,0,0,0,2
134,27/02/2025,Child,Midland Regional Hospital Mullingar,764,265,69,1,"1,100"
135,27/02/2025,Child,Midland Regional Hospital Portlaoise,864,517,270,53,"1,704"
136,27/02/2025,Child,Midland Regional Hospital Tullamore,752,458,9,0,"1,218"
137,27/02/2025,Child,Naas General Hospital,5,0,0,0,5
138,27/02/2025,Child,National Maternity Hospital (Holles Street),33,0,0,0,33
139,27/02/2025,Child,National Orthopaedic Hospital Cappagh,114,54,16,13,197
140,27/02/2025,Child,Nenagh Hospital,16,1,1,1,19
141,27/02/2025,Child,Our Lady of Lourdes Hospital Drogheda,"1,922","1,223",625,5,"3,774"
142,27/02/2025,Child,Our Lady's Hospital Navan,2,0,0,0,2
143,27/02/2025,Child,Portiuncula University Hospital,449,13,0,0,462
144,27/02/2025,Child,Roscommon University Hospital,113,84,13,2,211
145,27/02/2025,Child,Rotunda Hospital,17,0,0,0,17
146,27/02/2025,Child,Royal Victoria Eye and Ear Hospital,213,169,108,78,568
147,27/02/2025,Child,Sligo University Hospital,"1,169",259,80,111,"1,619"
148,27/02/2025,Child,South Infirmary Victoria University Hospital,"1,647",910,487,538,"3,582"
149,27/02/2025,Child,St. Luke's General Hospital Kilkenny,430,14,4,10,458
150,27/02/2025,Child,Tallaght University Hospital,6,1,3,0,10
151,27/02/2025,Child,Tipperary University Hospital,332,46,15,1,395
152,27/02/2025,Child,University Hospital Kerry,712,455,116,7,"1,290"
153,27/02/2025,Child,University Hospital Limerick,"2,474","1,135",383,205,"4,197"
154,27/02/2025,Child,University Hospital Waterford,"1,842","1,041",489,321,"3,693"
155,27/02/2025,Child,Wexford General Hospital,682,307,0,0,989
156,27/03/2025,Adult,Bantry General Hospital,732,5,8,0,745
157,27/03/2025,Adult,Beaumont Hospital,"23,471","13,196","3,275",564,"40,505"
158,27/03/2025,Adult,Cavan General Hospital,"4,014","1,474",277,87,"5,852"
159,27/03/2025,Adult,Connolly Hospital Blanchardstown,"6,007",606,13,0,"6,625"
160,27/03/2025,Adult,Coombe Women and Infants University Hospital,"1,987",601,158,8,"2,754"
161,27/03/2025,Adult,Cork University Hospital,"12,362","4,381","1,409","1,754","19,907"
162,27/03/2025,Adult,Cork University Maternity Hospital,"1,789",177,27,0,"1,993"
163,27/03/2025,Adult,Croom Orthopaedic Hospital,"3,218","1,583",504,385,"5,689"
164,27/03/2025,Adult,Ennis Hospital,439,345,208,57,"1,049"
165,27/03/2025,Adult,Galway University Hospitals,"23,650","8,688","3,703","4,849","40,890"
166,27/03/2025,Adult,Letterkenny University Hospital,"9,213","2,564",772,402,"12,951"
167,27/03/2025,Adult,Louth County Hospital,"1,615",707,40,0,"2,362"
168,27/03/2025,Adult,Mallow General Hospital,"2,335","1,200",339,386,"4,259"
169,27/03/2025,Adult,Mater Misericordiae University Hospital,"24,256","7,546","3,039","4,225","39,066"
170,27/03/2025,Adult,Mayo University Hospital,"4,041","1,293",290,232,"5,855"
171,27/03/2025,Adult,Mercy University Hospital,"3,084","1,338",450,300,"5,172"
172,27/03/2025,Adult,Midland Regional Hospital Mullingar,"4,788","1,694",634,824,"7,940"
173,27/03/2025,Adult,Midland Regional Hospital Portlaoise,"2,796",960,398,208,"4,362"
174,27/03/2025,Adult,Midland Regional Hospital Tullamore,"9,835","2,307",58,0,"12,200"
175,27/03/2025,Adult,Naas General Hospital,"6,587","2,312",676,98,"9,674"
176,27/03/2025,Adult,National Maternity Hospital (Holles Street),"2,196",759,84,0,"3,039"
177,27/03/2025,Adult,National Orthopaedic Hospital Cappagh,"1,945",997,520,229,"3,692"
178,27/03/2025,Adult,Nenagh Hospital,356,256,192,107,910
179,27/03/2025,Adult,Our Lady of Lourdes Hospital Drogheda,"9,053","4,618","1,420",382,"15,473"
180,27/03/2025,Adult,Our Lady's Hospital Navan,"3,918","1,627",266,4,"5,815"
181,27/03/2025,Adult,Portiuncula University Hospital,"2,189",487,31,3,"2,710"
182,27/03/2025,Adult,Roscommon University Hospital,"2,657",562,87,44,"3,350"
183,27/03/2025,Adult,Rotunda Hospital,"3,828",968,2,0,"4,798"
184,27/03/2025,Adult,Royal Victoria Eye and Ear Hospital,"6,081","3,073","1,389","1,206","11,749"
185,27/03/2025,Adult,Sligo University Hospital,"6,800","2,182",915,"1,118","11,015"
186,27/03/2025,Adult,South Infirmary Victoria University Hospital,"14,095","8,090","3,694","4,579","30,458"
187,27/03/2025,Adult,St. Columcille's Hospital,"1,867","1,375",994,"4,908","9,143"
188,27/03/2025,Adult,St. James's Hospital,"16,993","5,017","1,416",946,"24,371"
189,27/03/2025,Adult,St. John's Hospital Limerick,375,166,7,2,550
190,27/03/2025,Adult,St. Luke's General Hospital Kilkenny,"3,598","1,319",534,657,"6,107"
191,27/03/2025,Adult,St. Michael's Hospital,"2,767","1,112",561,362,"4,801"
192,27/03/2025,Adult,St. Vincent's University Hospital,"17,812","8,079","3,701","2,103","31,696"
193,27/03/2025,Adult,Tallaght University Hospital,"14,621","8,364","2,990","1,153","27,127"
194,27/03/2025,Adult,Tipperary University Hospital,"2,345",895,366,77,"3,684"
195,27/03/2025,Adult,University Hospital Kerry,"6,036","2,883",626,132,"9,676"
196,27/03/2025,Adult,University Hospital Limerick,"14,955","4,280","1,719",903,"21,858"
197,27/03/2025,Adult,University Hospital Waterford,"20,244","10,688","4,675","4,840","40,448"
198,27/03/2025,Adult,Wexford General Hospital,"3,376",658,37,22,"4,092"
199,27/03/2025,Child,Beaumont Hospital,39,12,0,0,51
200,27/03/2025,Child,Cavan General Hospital,521,202,6,0,729
201,27/03/2025,Child,Children's Health Ireland,"18,585","9,230","4,344","3,521","35,680"
202,27/03/2025,Child,Coombe Women and Infants University Hospital,26,3,0,0,28
203,27/03/2025,Child,Cork University Hospital,"2,912","1,127",334,149,"4,522"
204,27/03/2025,Child,Cork University Maternity Hospital,36,0,0,0,36
205,27/03/2025,Child,Croom Orthopaedic Hospital,193,16,4,2,216
206,27/03/2025,Child,Ennis Hospital,40,21,5,0,66
207,27/03/2025,Child,Galway University Hospitals,"2,906",836,413,795,"4,950"
208,27/03/2025,Child,Letterkenny University Hospital,"1,114",270,205,70,"1,659"
209,27/03/2025,Child,Mallow General Hospital,115,83,139,198,535
210,27/03/2025,Child,Mayo University Hospital,747,159,30,34,970
211,27/03/2025,Child,Mercy University Hospital,3,0,0,0,3
212,27/03/2025,Child,Midland Regional Hospital Mullingar,819,259,75,2,"1,155"
213,27/03/2025,Child,Midland Regional Hospital Portlaoise,896,507,304,68,"1,775"
214,27/03/2025,Child,Midland Regional Hospital Tullamore,760,436,28,0,"1,224"
215,27/03/2025,Child,Naas General Hospital,7,0,0,0,7
216,27/03/2025,Child,National Maternity Hospital (Holles Street),25,0,0,0,25
217,27/03/2025,Child,National Orthopaedic Hospital Cappagh,114,46,18,11,189
218,27/03/2025,Child,Nenagh Hospital,16,3,0,1,20
219,27/03/2025,Child,Our Lady of Lourdes Hospital Drogheda,"1,990","1,265",628,45,"3,927"
220,27/03/2025,Child,Portiuncula University Hospital,499,22,0,0,521
221,27/03/2025,Child,Roscommon University Hospital,119,67,13,2,201
222,27/03/2025,Child,Rotunda Hospital,14,0,0,0,14
223,27/03/2025,Child,Royal Victoria Eye and Ear Hospital,223,148,115,89,575
224,27/03/2025,Child,Sligo University Hospital,"1,143",237,78,124,"1,582"
225,27/03/2025,Child,South Infirmary Victoria University Hospital,"1,715",866,480,507,"3,568"
226,27/03/2025,Child,St. Luke's General Hospital Kilkenny,407,23,6,10,445
227,27/03/2025,Child,Tallaght University Hospital,6,1,1,0,8
228,27/03/2025,Child,Tipperary University Hospital,338,38,21,2,399
229,27/03/2025,Child,University Hospital Kerry,690,450,123,9,"1,272"
230,27/03/2025,Child,University Hospital Limerick,"2,455","1,152",440,218,"4,265"
231,27/03/2025,Child,University Hospital Waterford,"1,877","1,008",506,321,"3,712"
232,27/03/2025,Child,Wexford General Hospital,703,292,0,0,995
233,24/04/2025,Adult,Bantry General Hospital,813,1,0,0,814
234,24/04/2025,Adult,Beaumont Hospital,"21,522","13,995","3,853",650,"40,021"
235,24/04/2025,Adult,Cavan General Hospital,"4,072","1,495",305,104,"5,976"
236,24/04/2025,Adult,Connolly Hospital Blanchardstown,"6,043",860,194,0,"7,097"
237,24/04/2025,Adult,Coombe Women and Infants University Hospital,"1,977",634,183,10,"2,804"
238,24/04/2025,Adult,Cork University Hospital,"12,317","4,387","1,495","1,741","19,941"
239,24/04/2025,Adult,Cork University Maternity Hospital,"1,775",211,49,0,"2,035"
240,24/04/2025,Adult,Croom Orthopaedic Hospital,"3,227","1,626",573,400,"5,826"
241,24/04/2025,Adult,Ennis Hospital,421,344,219,72,"1,056"
242,24/04/2025,Adult,Galway University Hospitals,"22,862","8,482","3,693","4,860","39,898"
243,24/04/2025,Adult,Letterkenny University Hospital,"9,365","2,642",757,390,"13,154"
244,24/04/2025,Adult,Louth County Hospital,"1,778",678,53,10,"2,519"
245,24/04/2025,Adult,Mallow General Hospital,"2,319","1,170",375,410,"4,274"
246,24/04/2025,Adult,Mater Misericordiae University Hospital,"24,137","8,069","3,029","4,147","39,381"
247,24/04/2025,Adult,Mayo University Hospital,"3,902","1,400",296,241,"5,838"
248,24/04/2025,Adult,Mercy University Hospital,"3,202","1,343",506,221,"5,271"
249,24/04/2025,Adult,Midland Regional Hospital Mullingar,"4,648","1,729",681,858,"7,917"
250,24/04/2025,Adult,Midland Regional Hospital Portlaoise,"2,704",953,350,195,"4,203"
251,24/04/2025,Adult,Midland Regional Hospital Tullamore,"10,142","2,844",82,0,"13,068"
252,24/04/2025,Adult,Naas General Hospital,"6,609","2,401",710,147,"9,866"
253,24/04/2025,Adult,National Maternity Hospital (Holles Street),"2,107",801,94,0,"3,002"
254,24/04/2025,Adult,National Orthopaedic Hospital Cappagh,"1,749","1,046",517,246,"3,558"
255,24/04/2025,Adult,Nenagh Hospital,384,266,186,128,964
256,24/04/2025,Adult,Our Lady of Lourdes Hospital Drogheda,"8,904","4,689","1,477",372,"15,441"
257,24/04/2025,Adult,Our Lady's Hospital Navan,"3,908","1,671",307,23,"5,909"
258,24/04/2025,Adult,Portiuncula University Hospital,"2,233",484,13,2,"2,732"
259,24/04/2025,Adult,Roscommon University Hospital,"2,680",562,126,34,"3,401"
260,24/04/2025,Adult,Rotunda Hospital,"3,661","1,040",1,0,"4,702"
261,24/04/2025,Adult,Royal Victoria Eye and Ear Hospital,"6,268","3,179","1,298","1,247","11,992"
262,24/04/2025,Adult,Sligo University Hospital,"6,980","2,172",920,"1,182","11,255"
263,24/04/2025,Adult,South Infirmary Victoria University Hospital,"14,355","7,902","3,850","4,469","30,577"
264,24/04/2025,Adult,St. Columcille's Hospital,"1,918","1,467",994,"4,926","9,305"
265,24/04/2025,Adult,St. James's Hospital,"17,261","5,213","1,567",961,"25,002"
266,24/04/2025,Adult,St. John's Hospital Limerick,365,156,6,1,528
267,24/04/2025,Adult,St. Luke's General Hospital Kilkenny,"3,500","1,271",505,817,"6,093"
268,24/04/2025,Adult,St. Michael's Hospital,"2,815","1,144",588,394,"4,941"
269,24/04/2025,Adult,St. Vincent's University Hospital,"18,041","8,017","3,912","2,264","32,235"
270,24/04/2025,Adult,Tallaght University Hospital,"14,097","8,431","2,876","1,173","26,578"
271,24/04/2025,Adult,Tipperary University Hospital,"2,305",907,359,70,"3,640"
272,24/04/2025,Adult,University Hospital Kerry,"6,666","2,727",725,117,"10,234"
273,24/04/2025,Adult,University Hospital Limerick,"14,847","4,214","1,806",952,"21,819"
274,24/04/2025,Adult,University Hospital Waterford,"20,579","10,934","4,599","5,048","41,160"
275,24/04/2025,Adult,Wexford General Hospital,"3,481",649,51,23,"4,204"
276,24/04/2025,Child,Beaumont Hospital,28,13,0,0,41
277,24/04/2025,Child,Cavan General Hospital,496,207,23,0,726
278,24/04/2025,Child,Children's Health Ireland,"18,290","8,966","4,227","3,408","34,890"
279,24/04/2025,Child,Coombe Women and Infants University Hospital,28,0,0,0,28
280,24/04/2025,Child,Cork University Hospital,"3,033","1,099",354,141,"4,627"
281,24/04/2025,Child,Cork University Maternity Hospital,28,0,0,0,28
282,24/04/2025,Child,Croom Orthopaedic Hospital,190,22,2,2,217
283,24/04/2025,Child,Ennis Hospital,36,26,7,0,69
284,24/04/2025,Child,Galway University Hospitals,"2,853",814,369,712,"4,748"
285,24/04/2025,Child,Letterkenny University Hospital,"1,170",261,196,73,"1,700"
286,24/04/2025,Child,Mallow General Hospital,131,73,135,203,541
287,24/04/2025,Child,Mayo University Hospital,748,178,26,38,990
